Código Plan;Carrera;Cohorte;Número de alumno;Bloqueo;Causal Bloqueo;RUN;DV;Nombres;;Primer Apellido;Segundo Apellido;Logro;Fecha Logro;Última Carga
HW1;Magia;2004-01;635519;S;BLOQUEO ADMINISTRATIVO;8155857;4;ABLO;MARTIN;RICCI;PINILLA;QUINTO AÑO - EGRESO;2008-01;2008-01
HW1;Magia;2003-01;407074;S;BLOQUEO POR NO INSCRIPCION;19051656;4;JACOB;IKER;LEPIN;ASPEE;INGRESO;2003-01;2003-01
HW1;Magia;2001-01;637047;S;BLOQUEO POR NO INSCRIPCION;25291575;5;MICHELE;REY;DE LA RIVERA;CHIANG;INGRESO;2001-01;2001-01
HW1;Magia;2000-01;437270;S;ALUMNO EGRESADO;21151987;4;SLASHLY;AGUSTINA;QUILODRAN;ASPEE;QUINTO AÑO - EGRESO;2006-02;2006-02
HP1;Magia;1986-01;483636;S;ALUMNO EGRESADO;16379586;4;JULIETA;AQUILES;FRIAS;OSSA;QUINTO AÑO- EGRESO;2003-02;2003-02
HP1;Magia;2000-01;474660;S;BLOQUEO POR NO INSCRIPCION;23152337;8;SOMALI;MICHEL;VÉLIZ;EGUILUZ;SEGUNDO AÑO;2005-01;2005-01
HW1;Magia;2000-01;388211;S;CAMBIO DE PLAN O CARRERA;12434272;8;ALEXIA;MAURICIO;VINET;STEVENSON;TERCER AÑO;2003-01;2003-01
HP1;Magia;1994-01;467162;S;ALUMNO EGRESADO;24627296;6;WILIAMS;SARAY;LEÑERO;VIAL;INGRESO;1994-01;2003-02
HW2;Magia;2009-01;580203;S;ALUMNO EGRESADO;5086205;1;EMERSON;MORGAN;LARGO;BERETTA;10 SEMESTRE - EGRESO;2014-02;2014-02
HP1;Magia;1991-01;538577;S;BLOQUEO POR NO INSCRIPCION;10374108;0;OLIVER;FABIO;LUCO;HUENCHUÑIR;INGRESO;1991-01;1997-01
HW2;Magia;2015-01;554603;S;ALUMNO CON DEUDA MOROSA;15792937;4;GHISLENTH;JESSE;CRUZ COKE;PETRICIC;INGRESO;2015-01;2016-01
HW1;Magia;2004-01;565581;S;CAMBIO DE PLAN O CARRERA;24322407;8;CAROLI;AGHATA;GUEVARA;KASYD;INGRESO;2004-01;2004-02
HW2;Magia;2004-01;514174;S;SUSPENSION DE ESTUDIOS;14464785;8;OMAR;YULISA;RIFFO;BIRMAN;6 SEMESTRE - BACHILLER;2008-02;2008-02
HP1;Magia;1998-01;408340;S;BLOQUEO POR NO INSCRIPCION;13069243;7;BELISARIO;DAYANE;COSTANZI;GINEKIS;INGRESO;1998-01;2000-01
HP1;Magia;2001-01;631213;S;BLOQUEO POR NO INSCRIPCION;21185888;1;AMPARO;LEILA;DUBÓ;SELEME;INGRESO;2001-01;2001-02
HP1;Magia;1996-01;592642;S;BLOQUEO POR NO INSCRIPCION;8602024;6;IVAN;ZENAI;CONTRERAS;SANTELICES;INGRESO;1996-01;2000-02
HW2;Magia;2011-02;413916;S;SUSPENSION DE ESTUDIOS;9841412;7;YUVIZA;SAVKA;BETANCOURT;BENEVENTI;2 SEMESTRE;2012-01;2012-01
HW1;Magia;2000-01;453236;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;14200088;9;ANGIE;CELIA;BASSA;ARRAÑO;INGRESO;2000-01;
HP1;Magia;1994-01;420117;S;BLOQUEO POR NO INSCRIPCION;23810299;6;ABDALA;TRISTAN;GOMA;KAM;SEGUNDO AÑO;1998-01;1999-01
HP1;Magia;1986-01;647818;S;BLOQUEO POR NO INSCRIPCION;17198412;7;MITCHEL;DELASM;AUGER;SERPA;INGRESO;1986-01;1987-01
HP1;Magia;1992-01;472407;S;BLOQUEO POR NO INSCRIPCION;17578660;3;MARGARITA;YARELA;COSTA;LIBRETTI;INGRESO;1992-01;1998-02
HP2;Magia;1992-01;500950;N;Sin Bloqueo;16404569;3;CONSTA;IRINA;CEBALLOS;ROSALES;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2016-02;2016-02
HP1;Magia;1994-01;528160;S;ALUMNO EGRESADO;20824822;0;HELENA;GHISLENTH;ERAZO;HUERTA;INGRESO;1994-01;2000-01
HP2;Magia;2006-01;573593;S;ALUMNO CON DEUDA MOROSA;6406123;3;LEONNELLA;CHARLOT;KUNST;BERRÍOS;3 SEMESTRE;2007-02;2007-02
HW2;Magia;2006-01;367947;N;Sin Bloqueo;17566547;3;VALESHKA;MESACH;GALLO;BUZETA;10 SEMESTRE - EGRESO;2012-02;2012-02
HP1;Magia;1992-01;503413;S;BLOQUEO POR NO INSCRIPCION;17023806;4;ARIANNA;ANDREAPAZ;DROGUETT;CRUCES;INGRESO;1992-01;1997-02
HP1;Magia;1995-01;421832;S;BLOQUEO POR NO INSCRIPCION;24365148;6;STEPAHANIE;ELISEO;MAYA;ALBIE;INGRESO;1995-01;1996-01
HP1;Magia;2000-01;439333;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;5059410;0;JASMINA;ISIS;GAVILÁN;VOITMANN;INGRESO;2000-01;
HW1;Magia;2002-01;405004;S;BLOQUEO POR NO INSCRIPCION;16223504;7;YANARA;SHIRLEY;SANTIBALEZ;NAHMÍAS;INGRESO;2002-01;2002-02
HP1;Magia;1999-01;504045;S;ALUMNO EGRESADO;14634012;7;JAIME;ELESMA;CORTÉS;REHHOF;CUARTO AÑO;2002-01;2003-01
HW1;Magia;1993-01;556012;N;Sin Bloqueo;12564228;0;MARLIES;RAMSES;BLANC;SOZA;CUARTO AÑO;2008-01;2008-01
HP1;Magia;1986-01;508844;S;ALUMNO EGRESADO;19150624;2;LIU;SCARLET;RENJIFO;CERENIC;TERCER AÑO;1991-01;1994-01
HP1;Magia;2000-01;534351;S;CAMBIO DE PLAN O CARRERA;5191369;4;ESTEPHANIA;LUCIA;ARAGÓN;CARRANZA;SEGUNDO AÑO;2003-01;2006-01
HW1;Magia;2000-01;601740;S;ALUMNO EGRESADO;9337102;4;PÍA;GISSELA;PICÓN;PEREIRA;QUINTO AÑO - EGRESO;2007-01;2007-01
HP1;Magia;1990-01;402847;N;Sin Bloqueo;16356841;K;DAMISELA;KATIUSCA;SANHUEZA;RADIC;INGRESO;1990-01;1991-01
HW2;Magia;2007-01;461471;N;Sin Bloqueo;19525759;6;ISADORA;JANINA;ASCENCIO;FUENTE-ALBA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2017-01;2017-01
HP1;Magia;1999-01;397067;S;ALUMNO EGRESADO;15728532;3;BENJAM;SANTIAGO;MARIMAN;CARVALLO;QUINTO AÑO- EGRESO;2004-01;2004-01
HP1;Magia;2002-01;505013;S;BLOQUEO POR NO INSCRIPCION;19326952;K;BASTHIAN;CONSTANZA;ATKINSON;VEROIZA;INGRESO;2002-01;2002-02
HP1;Magia;1993-01;560244;S;ALUMNO EGRESADO;5990911;2;GABY;ARIADNA;ATKINSON;LUNA;INGRESO;1993-01;1999-02
HP1;Magia;1996-01;418814;S;ALUMNO EGRESADO;8623215;K;DELMAR;CHRISTIE;PICHARA;FUSTER;QUINTO AÑO- EGRESO;2000-01;2000-01
HW2;Magia;2018-01;446905;S;ALUMNO EGRESADO;15568020;0;DIANE;ANTOLIN;GUERRA;ESPINOSA;10 SEMESTRE - EGRESO;2022-02;2022-02
HP1;Magia;1992-01;635465;S;BLOQUEO POR NO INSCRIPCION;9082220;2;NELSON;PATRICK;TENASEN;LEON;INGRESO;1992-01;1998-02
HP1;Magia;2001-01;566212;S;ALUMNO EGRESADO;14187285;1;NIELSEN;MILAN;CABEZA;MORRIN;SEGUNDO AÑO;2003-01;2005-02
HP2;Magia;2006-02;612696;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;15273389;K;SEBASTIAN;SARAI;GANDARA;CURKOVIC;INGRESO;2006-02;2006-02
HP2;Magia;2024-01;629198;N;Sin Bloqueo;20674935;K;DANKA;SIMONEY;ELFAR;JORDANA;1 SEMESTRE;2024-01;2024-02
HW2;Magia;2015-01;557604;S;BLOQUEO POR NO INSCRIPCION;11918993;4;GUISELLA;EDISON;LOPEZ;BOWEN;INGRESO;2015-01;
HW2;Magia;2005-01;434017;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;11373998;5;NERIS;AXEL;MONTIVERO;CERRO;INGRESO;2005-01;2005-02
HP1;Magia;1995-01;569965;S;ALUMNO EGRESADO;25026536;4;KATHLEEN;NOE;MIMICA;CRUZATT;INGRESO;1995-01;2001-01
HP1;Magia;2000-01;422283;S;ALUMNO CON DEUDA MOROSA;10400637;5;ELBA;YAMIL;LIBUY;ITURRIAGA;SEGUNDO AÑO;2002-01;2004-01
HW1;Magia;2000-01;595684;N;Sin Bloqueo;4201925;5;RUCH;KRYSTAL;LIAÑO;ABARZUA;QUINTO AÑO - EGRESO;2006-02;2006-02
HP1;Magia;1996-01;498744;S;ALUMNO EGRESADO;17581334;1;MARIA-BELEN;LORENZO;BENVENUTO;LIAÑO;INGRESO;1996-01;2000-01
HP1;Magia;1997-01;653553;S;BLOQUEO POR NO INSCRIPCION;24834682;K;KURTH;FRANCOISE;CALVILLO;SALAS;INGRESO;1997-01;1998-01
HW1;Magia;2001-01;581154;S;ALUMNO EGRESADO;16667450;K;FAVIOLA;DESIREE;TORRIJO;ARCE;QUINTO AÑO - EGRESO;2005-02;2005-02
HP1;Magia;1994-01;590046;S;ALUMNO EGRESADO;15850606;7;YERY;ESTEFANYA;LIBRETTI;SANPEZE;INGRESO;1994-01;2001-01
HP1;Magia;1995-01;648945;S;ALUMNO EGRESADO;18919893;6;ZAMIR;SANTI;BUITANO;BADANI;QUINTO AÑO- EGRESO;2001-02;2001-02
HP1;Magia;1997-01;550536;S;ALUMNO EGRESADO;21475216;1;ANGAROA;NATHALY;ACHIARDI;STEVENS;INGRESO;1997-01;2002-01
HP1;Magia;1987-01;603775;S;BLOQUEO POR NO INSCRIPCION;14270174;2;ABDALA;ROBER;COAHILA;REYES;INGRESO;1987-01;1992-01
HP1;Magia;1991-01;473555;S;BLOQUEO POR NO INSCRIPCION;8572952;9;SARANUBIA;BERNABÉ;MORATA;LUQUE;INGRESO;1991-01;1996-01
HP1;Magia;1992-01;488524;S;BLOQUEO POR NO INSCRIPCION;13059476;2;MIJAIL;ESTELINDA;MORÁN;CALQUÍN;INGRESO;1992-01;1996-02
HP1;Magia;1989-01;491803;S;ALUMNO EGRESADO;14905199;2;HERMAN;PALOMA;ASTUDILLO;OYANEDER;SEGUNDO AÑO;1991-01;1993-02
HW2;Magia;2012-01;443061;S;ALUMNO LICENCIADO;5733517;3;ELIANETTE;JOVANNY;OSES;FUENZALIDA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2018-01;2018-01
HP1;Magia;1985-01;582717;S;ALUMNO LICENCIADO;23800021;6;DARLING;ESTELITA;AROS;SARDA;QUINTO AÑO- EGRESO;1995-01;1995-01
HP1;Magia;1995-01;498035;S;BLOQUEO POR NO INSCRIPCION;7124544;8;ISRAEL;VERIOSKA;SOLA;PAPIC;INGRESO;1995-01;1999-02
HP1;Magia;2003-01;590727;S;ALUMNO EGRESADO;10766039;8;FABRITZIO;ANGEL.;LETONJA;SOUZA;QUINTO AÑO- EGRESO;2005-02;2005-02
HP1;Magia;1989-01;608625;S;ALUMNO EGRESADO;13982622;8;KRISTAL;HABRAAM;FRANCE;LIN;QUINTO AÑO- EGRESO;1997-01;1997-01
HP1;Magia;2000-01;417443;N;Sin Bloqueo;11827914;1;LADY;VÍCTOR;CAJAS;ARCOS;SEGUNDO AÑO;2002-01;2007-02
HP1;Magia;1991-01;538624;S;BLOQUEO POR NO INSCRIPCION;22633994;4;INDRY;ALISSON;PASTEN;BARRA;INGRESO;1991-01;1996-01
HP1;Magia;2000-01;404411;S;ALUMNO EGRESADO;19161268;2;GRIMANESA;RODNEY;GUTIERREZ;FRANETOVIC;SEGUNDO AÑO;2003-01;2006-01
HP1;Magia;1993-01;636240;S;BLOQUEO POR NO INSCRIPCION;15688889;3;ABRAH;DELP.;AMBUL;IRAOLA;INGRESO;1993-01;1998-02
HP1;Magia;1990-01;426757;S;ALUMNO EGRESADO;13663513;9;JENNIFE;VIANKA;ROHDIS;PLACENCIA;INGRESO;1990-01;1994-02
HP1;Magia;1993-01;617153;S;ALUMNO EGRESADO;8275016;7;THAYNA;GASTÓN;LANAS;LLANCANAO;QUINTO AÑO- EGRESO;2000-02;2000-02
HP1;Magia;1993-01;396301;S;ALUMNO EGRESADO;9571263;5;IGOR;COSME;CASARINO;ZÁRATE;INGRESO;1993-01;1999-01
HW2;Magia;2008-01;471854;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;5539717;7;STEPHANIE;NELSON;CORTÉS-MONROY;PASTENE;5 SEMESTRE;2013-01;2013-02
HP1;Magia;1996-01;493736;S;CAMBIO DE PLAN O CARRERA;25075794;2;ASSAD;CRISTOPHER;GRECO;CONDE;INGRESO;1996-01;2006-02
HW1;Magia;1996-01;603734;N;Sin Bloqueo;19758693;2;VICTOR;AGHATA;LEPÍN;HAILLA;INGRESO;2006-02;2020-02
HP1;Magia;1993-01;536357;S;ALUMNO EGRESADO;15240898;2;SABRINA;NAHARA;GORDILLO;SCHIFFERLI;INGRESO;1993-01;2000-01
HW2;Magia;2006-01;455324;S;ALUMNO CON DEUDA MOROSA;20822471;6;JOEL;DARIAN;JADUE;FLOR;INGRESO;2006-01;2006-02
HP1;Magia;1998-01;573299;S;ALUMNO EGRESADO;23026199;8;ANTHONY;MICKAL;LILLO;LIPIN;QUINTO AÑO- EGRESO;2004-01;2004-01
HP1;Magia;1998-01;419493;S;BLOQUEO POR NO INSCRIPCION;13283191;4;HIPOLITO;BELINDA;LLANCAPÁN;CORDONES;INGRESO;1998-01;1999-01
HP1;Magia;1995-01;390907;S;BLOQUEO POR NO INSCRIPCION;4359822;6;GASTON;ALENIE;SOUZA;PEREZ DE VALENZUELA;INGRESO;1995-01;1996-01
HP1;Magia;1994-01;448121;S;ALUMNO EGRESADO;22682612;3;PALOMBA;ESTEFANIE;LEDESMA;ARAMBURU;INGRESO;1994-01;2001-02
HW2;Magia;2009-01;577283;S;BLOQUEO POR NO INSCRIPCION;13080375;4;GERALDY;ARMANDINA;GARAY;CHICAHUAL;INGRESO;2009-01;
HP1;Magia;1995-01;652974;S;ALUMNO EGRESADO;15591930;3;MARLIES;GERONIMO;LEDESMA;HURTADO;INGRESO;1995-01;2002-01
GH1;Magia;2003-01;486023;N;Sin Bloqueo;13881019;3;EDGARRUY;GEORGEANA;BAHAMONDES;FRUTTERO;QUINTO AÑO - EGRESO;2008-01;2008-01
HP1;Magia;1994-01;525050;S;ALUMNO EGRESADO;13076852;4;DIANA;DEDIOS;FALCONI;TOMASEVIC;INGRESO;1994-01;1999-01
HP1;Magia;1992-01;369453;S;BLOQUEO POR NO INSCRIPCION;24481723;4;JOSEPH;MILEHVA;DE VERA;FERRANDIZ;INGRESO;1992-01;1997-02
HP1;Magia;2000-01;545291;S;ALUMNO EGRESADO;8834774;0;ÁNGELA;DIORSA;ROLANDO;TUDELA;SEGUNDO AÑO;2003-01;2005-02
HW2;Magia;2014-01;517465;N;Sin Bloqueo;10761005;3;ALEN;WILLEAMS;AMBUL;FABREGA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2021-02;2021-02
HW2;Magia;2006-01;396368;S;BLOQUEO POR NO INSCRIPCION;21532473;6;SARASOFÍA;PIER;ANUCH;CARRENO;INGRESO;2006-01;2006-01
GH1;Magia;2003-01;471016;N;Sin Bloqueo;24280914;7;CAROLINE;YERLY;HALIM;CANTILLANO;GRADO;2010-02;2010-02
HP1;Magia;1997-01;442590;S;CAMBIO DE PLAN O CARRERA;20549287;6;YULISA;PRISCILLA;GUERRA;ABUAUAD;CUARTO AÑO;2003-01;2004-02
HW1;Magia;1997-01;572669;S;CAMBIO DE PLAN O CARRERA;14893753;6;ORLANDO;DARY;CHAPPA;VIVANCO;INGRESO;2005-01;
HP1;Magia;1995-01;467925;S;ALUMNO EGRESADO;13592353;9;NINOZKA;MARÍA;REAL;PINCHEIRA;INGRESO;1995-01;2003-01
HP1;Magia;1992-01;588397;S;BLOQUEO POR NO INSCRIPCION;11204299;2;ELIZABETH;MATIAS;BEYER;LARRAÍN;INGRESO;1992-01;1996-02
HW2;Magia;2023-01;374399;N;Sin Bloqueo;4363788;3;ERICK;ADRIÁN;TERRA;FEJES;3 SEMESTRE;2024-01;2024-02
HP1;Magia;1996-01;457668;S;ALUMNO EGRESADO;9318441;K;ENEDINA;YESIKA;GASPAR;ARANEDA;QUINTO AÑO- EGRESO;2000-01;2000-01
HW1;Magia;2000-01;463267;S;ALUMNO EGRESADO;23827215;4;NELDYS;LISETE;OLIVAR;ESPEJO;QUINTO AÑO - EGRESO;2006-01;2006-01
HP1;Magia;1998-01;453373;S;BLOQUEO POR NO INSCRIPCION;16074899;1;KARENINA;AMADIEL;BUSCAGLIONE;COMTE;INGRESO;1998-01;1998-02
HP1;Magia;1989-01;465836;S;ALUMNO EGRESADO;5641941;0;NEMESIO;SOLANO;VACCARELLA;SELLANES;QUINTO AÑO- EGRESO;1995-01;1995-01
HP1;Magia;1996-01;433746;S;ALUMNO EGRESADO;16149921;1;NECHMY;CRISTOFER;BIERE;POWELL;QUINTO AÑO- EGRESO;2000-01;2000-01
HW2;Magia;2005-02;506187;S;ALUMNO LICENCIADO;19282750;5;KATIA;PHILLIPS;CERVA;GIMPEL;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2015-02;2015-02
HP1;Magia;2001-01;590144;S;ALUMNO EGRESADO;18176227;6;INES;LISETE;MURRAY;LUENGO;SEGUNDO AÑO;2001-01;2003-01
HP1;Magia;2002-01;393877;S;ALUMNO EGRESADO;15174624;0;LEONARD;MARTHA;OYANADER;BACCELIERE;QUINTO AÑO- EGRESO;2006-01;2006-01
HW2;Magia;2007-01;498472;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;9232379;2;GISELLE;KAROLAINE;FERRARI;ÓRDENES;INGRESO;2007-01;2007-02
HP1;Magia;1993-01;640291;S;BLOQUEO POR NO INSCRIPCION;9214508;7;HODETH;PALMIRA;VENTURA;MUSSO;INGRESO;1993-01;1996-01
HW2;Magia;2007-01;426633;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;4547828;7;SAÚL;JORDANNA;WOSCHION;ROQUE;INGRESO;2007-01;2008-02
GH2;Magia;2006-01;382049;N;Sin Bloqueo;8507179;1;DINKO;KLEBER;LARRAECHEA;PREMINGER;INGRESO;2006-01;2009-02
HW1;Magia;2002-01;442046;S;BLOQUEO POR NO INSCRIPCION;7372425;4;SAREM;PAZ;MAGAÑA;JUPPET;INGRESO;2002-01;2002-02
HP1;Magia;1999-01;409141;S;ALUMNO EGRESADO;6150861;0;SABINA;KRYSTAL;ALGUEDA;DEL VALLE;QUINTO AÑO- EGRESO;2004-02;2004-02
HP1;Magia;1991-01;408581;S;ALUMNO EGRESADO;18559715;1;YAMIL;IRVING;CALVILLÁN;SANHUEZA;QUINTO AÑO- EGRESO;1997-02;1997-02
HP1;Magia;1992-01;489837;N;Sin Bloqueo;12663978;6;CHEUQUELEN;HERMOGENES;ARZOLA;ZAVALETA;INGRESO;1992-01;1993-01
HP1;Magia;1996-01;529811;S;ALUMNO EGRESADO;17350395;3;ANAY;MAYRA;ALOMIA;CARBONELL;QUINTO AÑO- EGRESO;2005-02;2005-02
HP1;Magia;1996-01;369779;S;BLOQUEO POR NO INSCRIPCION;6845438;6;WILLEAMS;LITA;ZELADA;SARTORIUS;INGRESO;1996-01;1996-01
HP1;Magia;1996-01;553791;S;BLOQUEO POR NO INSCRIPCION;16863969;5;YANINA;JOHN;BALICH;DUNSTAN;QUINTO AÑO- EGRESO;2000-02;2000-02
HW1;Magia;2001-01;383168;S;BLOQUEO POR NO INSCRIPCION;9724353;2;NIKITA;MANDA;ORTEGO;DAUD;INGRESO;2001-01;2001-02
HP1;Magia;1997-01;444458;S;BLOQUEO POR NO INSCRIPCION;21545488;5;CRISTOBA;HELIA;PICHUNMAN;AMESTICA;INGRESO;1997-01;1997-01
GH1;Magia;2003-01;650069;S;BLOQUEO POR NO INSCRIPCION;13557584;2;DILAN;MACARIO;LECKSIWILAI;SAN JUAN;INGRESO;2003-01;2003-02
GH1;Magia;2003-01;496072;S;SUSPENSION DE ESTUDIOS;22840203;3;VANNIA;ANABELLE;O'KUINGHTON;STEPPES;INGRESO;2003-01;
HP1;Magia;1991-01;461652;S;BLOQUEO POR NO INSCRIPCION;13874311;1;LINJA;TAMAR;MASFERRER;ADRIAZOLA;INGRESO;1991-01;1996-02
HP1;Magia;1987-01;473778;S;ALUMNO EGRESADO;5261590;3;YELIZA;ANDY;DEL REAL;MOORE;QUINTO AÑO- EGRESO;1994-01;1994-01
GH3;Magia;2007-01;468054;N;Sin Bloqueo;13049095;9;ANDREA;JONATHAN;MATUS DE LA PARRA;ATKINSON;INGRESO;2007-01;2011-02
HP1;Magia;2000-01;558433;S;BLOQUEO POR NO INSCRIPCION;14690544;K;ESTEFHANI;YOANA;ZENTENO;LAFUENTE;INGRESO;2000-01;2000-02
HP1;Magia;1987-01;644808;S;ALUMNO EGRESADO;16189715;0;EZEQUIEL;NAIS;ZANETTI;VALERO;QUINTO AÑO- EGRESO;1992-02;1992-02
HP1;Magia;1999-01;441211;S;ALUMNO EGRESADO;21351886;3;ENY;DINKO;PARRAGUEZ;OLIVAR;QUINTO AÑO- EGRESO;2004-02;2004-02
HP1;Magia;1994-01;502175;S;ALUMNO CON DEUDA MOROSA;21681461;9;NOEMY;BETEL;VILLAZÓN;SETTENY;INGRESO;1994-01;2001-02
HW1;Magia;1994-01;609721;S;ALUMNO CON DEUDA MOROSA;18410602;9;ROSALÍA;JARELLY;NIÑO DE ZEPEDA;COSGROVE;INGRESO;2006-01;
HP1;Magia;1992-01;374471;S;BLOQUEO POR NO INSCRIPCION;5828639;3;MARIETTA;ÁNGEL;CURELLANCA;SAPAJ;INGRESO;1992-01;1997-01
HW2;Magia;2010-01;594366;N;Sin Bloqueo;10749182;4;DELMAR;ARTEMIO;PATIÑO;PLAZA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2018-02;2018-02
HP1;Magia;1993-01;623269;S;ALUMNO EGRESADO;8939442;0;GENARO;LEYLA;DOCKENDORFF;NÚÑEZ;INGRESO;1993-01;1997-02
HP1;Magia;1986-01;559733;S;ALUMNO LICENCIADO;8589403;8;QUETZALI;EMILLE;ARROYUELO;HARRIS;QUINTO AÑO- EGRESO;1990-02;2017-01
HP1;Magia;1999-01;478194;S;ALUMNO EGRESADO;20812209;9;ESTER;ELFRIEDE;PATZKE;BISSO;QUINTO AÑO- EGRESO;2004-02;2004-02
HP2;Magia;2012-01;543811;N;Sin Bloqueo;14173133;0;POLA;IF;PUIG;MATOS;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2020-01;2020-01
HW2;Magia;2012-01;589072;S;ALUMNO CON DEUDA MOROSA;23041389;0;MARLENE;LEANDRA;PARRAGUEZ;ALAMO;7 SEMESTRE;2015-02;2015-02
HW2;Magia;2011-01;405854;N;Sin Bloqueo;16749640;8;DINO;LYNDA;GALLO;DOMICH;2 SEMESTRE;2013-01;2013-02
HW2;Magia;2010-01;653541;S;SUSPENSION DE ESTUDIOS;4962159;7;NAYADETH;YAM;MENDEZ;SLACHEVSKY;INGRESO;2010-01;2010-01
HP1;Magia;1991-01;603552;S;BLOQUEO POR NO INSCRIPCION;15487382;2;ELIZABE;MAHATMA;SOLANO;VILCHES;INGRESO;1991-01;1997-01
HP1;Magia;1991-01;529653;S;BLOQUEO POR NO INSCRIPCION;23294003;5;RIORDAN;RENAN;FORNO;PALAMARA;INGRESO;1991-01;1997-02
HW1;Magia;2001-01;437283;S;ALUMNO EGRESADO;24795691;9;SKANDAR;JOAN;CASTAÑON;ROJAS;QUINTO AÑO - EGRESO;2008-01;2008-01
HP1;Magia;2002-01;610111;S;BLOQUEO POR NO INSCRIPCION;25043418;4;AUGUSTA;EMA;CUBILLOS;TOPP;INGRESO;2002-01;2002-02
HP1;Magia;1985-01;398762;S;BLOQUEO POR NO INSCRIPCION;20606164;4;RUDY;JELITT;PREMINGER;ROJAS;INGRESO;1985-01;1992-02
HP1;Magia;1996-01;555715;S;BLOQUEO POR NO INSCRIPCION;10304337;6;CARLO;CRHISTOPHER;SLACHEVSKY;GERALD;INGRESO;1996-01;1998-02
HP1;Magia;1996-01;546874;S;ALUMNO EGRESADO;12071324;K;VALEZCA;JANNIFFER;TORRES;BRITO;QUINTO AÑO- EGRESO;2000-01;2000-01
HW1;Magia;2001-01;440185;S;BLOQUEO POR NO INSCRIPCION;24649160;4;RAISBEL;MORCHIO;SALGADO;LEMA;PRIMER AÑO;2002-01;2003-01
HW1;Magia;2005-01;619679;S;CAMBIO DE PLAN O CARRERA;7306925;4;CRISHMA;CHEUQUELEN;ALCAIDE;RAUFF;INGRESO;2005-01;2006-01
HW2;Magia;2005-01;545303;S;ALUMNO EGRESADO;7388896;4;JURIS;JONATTAN;SILES;BEYZAGA;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2015-02;2015-02
HP1;Magia;1986-01;566637;S;ALUMNO EGRESADO;16632306;5;BETZABÉ;MARION;GUARDA;PRADINES;QUINTO AÑO- EGRESO;2002-02;2006-01
HP1;Magia;2000-01;655380;S;ALUMNO EGRESADO;14902046;8;MARIE;MATEO;MARROQUIN;MIGUEZ;SEGUNDO AÑO;2002-01;2004-02
HP1;Magia;1989-01;628858;S;ALUMNO EGRESADO;20542269;1;PATRICIA;ANTHUARD;PIOMBO;ANFRUNS;QUINTO AÑO- EGRESO;1993-01;1993-01
HW2;Magia;2009-02;601321;S;ALUMNO CON DEUDA MOROSA;20851242;0;MURIEL;ALINNE;ALOMIA;GARCIA;INGRESO;2009-02;
HP1;Magia;2000-01;558328;S;ALUMNO EGRESADO;23010463;5;ELWOOD;DAFNE;MANGHI;BEQUE;SEGUNDO AÑO;2002-01;2004-02
HW1;Magia;2000-01;411238;S;CAMBIO DE PLAN O CARRERA;14186168;5;TROY;DAIAN;Cavallo;SAGUEZ;PRIMER AÑO;2000-01;2000-02
HP1;Magia;1994-01;536147;S;ALUMNO EGRESADO;7995491;3;ESTEPHANIA;ISAURA;VILLAMAN;PANTA;INGRESO;1994-01;2000-01
HP1;Magia;1987-01;558783;S;ALUMNO EGRESADO;9926468;0;RAULANTO;LESLIE;PAREDES;MANRIQUE;QUINTO AÑO- EGRESO;1994-02;1994-02
HW2;Magia;2006-01;527369;S;BLOQUEO POR NO INSCRIPCION;10114029;K;VINCENT;MARISOL;GIORDANO;THIELE;1 SEMESTRE;2006-01;2006-02
HW2;Magia;2009-01;449230;N;Sin Bloqueo;4648382;7;JESSICCA;MARLENNE;POBLETE;GREGORIO DE LAS HERAS;2 SEMESTRE;2010-01;2010-02
HW1;Magia;2008-02;634811;S;ALUMNO EGRESADO;13585363;0;KEOMARA;ALINNE;BELLALTA;JAYO;QUINTO AÑO - EGRESO;2009-01;2009-01
